15:22:04   28.05.2013              Programm Climap                 MeteoSchweiz
Zeitangaben in UTC 0040 (UTC)  =  01:40 Uhr Winterzeit  =  02:40 Uhr Sommerzeit
Auswahlperiode: 01.01.1998 00:00  -  31.12.2012 23:50 UTC 32767 -> Keine Angabe
Anzahl Stationen  1
    32	Payerne                  490 m.?.M.	562150/ 184855
Anzahl Parameter  3
   211  Lufttemperatur 2 m über Boden; Tagesmittel  [°C]
   224  Globalstrahlung; Tagesmittel  [W/m²]
   237  Niederschlag; Kalendertag  [mm]

  STA JAHR MO TG HH MM   211   224   237
   32 2009 12  4  0  0   2.5    48   0.0 
   32 2009 12  5  0  0   1.8    35   0.1 
   32 2009 12  6  0  0   5.3    27   1.7 
   32 2009 12  7  0  0   8.3    12  18.0 
   32 2009 12  8  0  0   5.8    46   9.2 
   32 2009 12  9  0  0   1.8    75   0.0 
   32 2009 12 10  0  0   2.6    32   0.0 
   32 2009 12 11  0  0   2.9    38   1.1 
   32 2009 12 12  0  0   1.6    19   1.6 
   32 2009 12 13  0  0  -0.5     9   0.8 
   32 2009 12 14  0  0  -1.8    16   0.0 
   32 2009 12 15  0  0  -3.2     9   0.0 
   32 2009 12 16  0  0  -3.2    13   0.0 
   32 2009 12 17  0  0  -4.0    31   0.1 
   32 2009 12 18  0  0  -5.3    33   3.8 
   32 2009 12 19  0  0  -6.9    57   0.7 
   32 2009 12 20  0  0  -6.2    59   1.1 
   32 2009 12 21  0  0  -0.3    30   3.8 
   32 2009 12 22  0  0   3.8    25  13.7 
   32 2009 12 23  0  0   3.0    33   6.9 
   32 2009 12 24  0  0   2.3    21   9.9 
   32 2009 12 25  0  0   4.2    37   3.5 
   32 2009 12 26  0  0  -1.8    48   0.0 
   32 2009 12 27  0  0   1.1    59   0.3 
   32 2009 12 28  0  0   1.5    15   2.4 
   32 2009 12 29  0  0   4.7    28   8.3 
   32 2009 12 30  0  0   7.5     7  29.7 
   32 2009 12 31  0  0   5.9    25   5.6 
   32 2010  1  1  0  0   3.7    20   5.6 
   32 2010  1  2  0  0  -1.9    68   0.0 
   32 2010  1  3  0  0  -5.5    26   0.0 
   32 2010  1  4  0  0  -4.1    16   0.3 
   32 2010  1  5  0  0  -3.4    28   0.7 
   32 2010  1  6  0  0  -1.7    35   0.2 
   32 2010  1  7  0  0  -3.0    59   0.0 
   32 2010  1  8  0  0  -2.2    20   2.0 
   32 2010  1  9  0  0  -4.4     8   2.5 
   32 2010  1 10  0  0  -5.1    48   0.3 
   32 2010  1 11  0  0  -4.1    36   0.0 
   32 2010  1 12  0  0  -3.0    35   0.0 
   32 2010  1 13  0  0  -1.8    31   5.4 
   32 2010  1 14  0  0   0.3    31   0.0 
   32 2010  1 15  0  0   0.5    50   0.0 
   32 2010  1 16  0  0   0.4    51   2.7 
   32 2010  1 17  0  0   3.9    59   1.3 
   32 2010  1 18  0  0   1.3    90   0.0 
   32 2010  1 19  0  0  -2.1    30   0.0 
   32 2010  1 20  0  0  -1.2    32   2.8 
   32 2010  1 21  0  0  -1.0    65   0.0 
   32 2010  1 22  0  0   0.1    39   0.1 
   32 2010  1 23  0  0  -1.5    76   0.0 
   32 2010  1 24  0  0  -1.8    44   0.0 
   32 2010  1 25  0  0   1.1    35   2.3 
   32 2010  1 26  0  0  -0.6    20   0.0 
   32 2010  1 27  0  0  -4.5    24   0.0 
   32 2010  1 28  0  0  -1.0    23   0.0 
   32 2010  1 29  0  0   0.6    38   0.8 
   32 2010  1 30  0  0  -0.7    80   0.1 
   32 2010  1 31  0  0  -4.8    45   0.0 
   32 2010  2  1  0  0  -4.8    72   0.0 
   32 2010  2  2  0  0   0.0    58   0.0 
   32 2010  2  3  0  0   2.7    69   0.0 
   32 2010  2  4  0  0  -0.7    89   0.0 
   32 2010  2  5  0  0   1.4     9  22.4 
   32 2010  2  6  0  0   0.8    41   0.8 
   32 2010  2  7  0  0   1.1    47   0.0 
   32 2010  2  8  0  0  -0.1    89   0.0 
   32 2010  2  9  0  0  -1.3    38   4.2 
   32 2010  2 10  0  0  -3.3    59   0.2 
   32 2010  2 11  0  0  -6.3    87   0.0 
   32 2010  2 12  0  0  -5.2    77   0.1 
   32 2010  2 13  0  0  -6.5    89   0.0 
   32 2010  2 14  0  0  -3.6    67   0.2 
   32 2010  2 15  0  0  -4.7   114   0.0 
   32 2010  2 16  0  0  -5.1   114   0.0 
   32 2010  2 17  0  0   0.5    72   0.1 
   32 2010  2 18  0  0   3.4    88   0.8 
   32 2010  2 19  0  0   1.7    23   8.2 
   32 2010  2 20  0  0   1.7    94   0.0 
   32 2010  2 21  0  0   3.5   138   0.0 
   32 2010  2 22  0  0   6.7   134   0.5 
   32 2010  2 23  0  0   6.5    70   4.9 
   32 2010  2 24  0  0   6.0    81   2.2 
   32 2010  2 25  0  0   6.4    75   4.9 
   32 2010  2 26  0  0   5.7    70   3.7 
   32 2010  2 27  0  0   4.8   124   0.5 
   32 2010  2 28  0  0   7.5    89   2.3 
   32 2010  3  1  0  0   6.0   146   0.0 
   32 2010  3  2  0  0   6.1    68   0.0 
   32 2010  3  3  0  0   3.8    80   0.0 
   32 2010  3  4  0  0   2.0    61   0.0 
   32 2010  3  5  0  0  -0.4   169   0.0 
   32 2010  3  6  0  0  -1.3    71   0.0 
   32 2010  3  7  0  0  -3.2    61   0.0 
   32 2010  3  8  0  0  -3.0   172   0.0 
   32 2010  3  9  0  0  -4.5   140   0.0 
   32 2010  3 10  0  0  -2.7   109   0.0 
   32 2010  3 11  0  0  -2.6    70   1.4 
   32 2010  3 12  0  0  -3.2   118   0.0 
   32 2010  3 13  0  0  -0.4   195   0.0 
   32 2010  3 14  0  0   0.9   194   0.0 
   32 2010  3 15  0  0   2.7   143   0.0 
   32 2010  3 16  0  0   4.5   154   0.0 
   32 2010  3 17  0  0   5.3   190   0.0 
   32 2010  3 18  0  0   8.8   179   0.0 
   32 2010  3 19  0  0  11.8   196   0.0 
   32 2010  3 20  0  0  12.1    67   0.3 
   32 2010  3 21  0  0  11.2    55   7.7 
   32 2010  3 22  0  0   9.3   155   0.0 
   32 2010  3 23  0  0   8.9   215   0.0 
   32 2010  3 24  0  0   9.5   206   0.0 
   32 2010  3 25  0  0  11.6   160   0.0 
   32 2010  3 26  0  0   6.9    68  12.7 
   32 2010  3 27  0  0   6.5   159   6.1 
   32 2010  3 28  0  0   8.3   104   0.8 
   32 2010  3 29  0  0  11.1   183   0.0 
   32 2010  3 30  0  0   7.1   100   0.7 
   32 2010  3 31  0  0   6.0   166   0.4 
   32 2010  4  1  0  0   3.7   131   6.3 
   32 2010  4  2  0  0   5.8   243   0.0 
   32 2010  4  3  0  0   8.4   109   7.2 
   32 2010  4  4  0  0   6.6   126   4.1 
   32 2010  4  5  0  0   5.8   219   0.4 
   32 2010  4  6  0  0   6.3   263   0.0 
   32 2010  4  7  0  0   9.5   213   0.0 
   32 2010  4  8  0  0  10.4   119   0.0 
   32 2010  4  9  0  0  11.9   225   0.0 
   32 2010  4 10  0  0   9.4   231   0.0 
   32 2010  4 11  0  0   6.9   267   0.0 
   32 2010  4 12  0  0   5.2    96   0.0 
   32 2010  4 13  0  0   5.3   245   0.0 
   32 2010  4 14  0  0   6.4   228   0.0 
   32 2010  4 15  0  0   6.7   125   0.6 
   32 2010  4 16  0  0   7.2   203   0.0 
   32 2010  4 17  0  0   9.2   259   0.0 
   32 2010  4 18  0  0  11.0   224   0.0 
   32 2010  4 19  0  0  12.0   243   0.0 
   32 2010  4 20  0  0  11.2   159   0.0 
   32 2010  4 21  0  0  12.6   263   0.0 
   32 2010  4 22  0  0  10.8   270   0.0 
   32 2010  4 23  0  0  11.7   186   0.0 
   32 2010  4 24  0  0  13.0   289   0.0 
   32 2010  4 25  0  0  15.0   265   0.0 
   32 2010  4 26  0  0  15.1   268   0.0 
   32 2010  4 27  0  0  14.1   287   0.0 
   32 2010  4 28  0  0  14.2   303   0.0 
   32 2010  4 29  0  0  17.5   299   0.0 
   32 2010  4 30  0  0  17.2   156   0.0 
   32 2010  5  1  0  0  12.8    72   4.9 
   32 2010  5  2  0  0  10.3    73  14.9 
   32 2010  5  3  0  0   9.9   165   4.6 
   32 2010  5  4  0  0   9.3    30   0.1 
   32 2010  5  5  0  0   7.9    35   2.0 
   32 2010  5  6  0  0   7.7    68   0.2 
   32 2010  5  7  0  0   9.0   208   0.1 
   32 2010  5  8  0  0  11.3   265   4.1 
   32 2010  5  9  0  0  11.0   145   4.6 
   32 2010  5 10  0  0  13.0   211   1.2 
   32 2010  5 11  0  0  11.5   188   3.5 
   32 2010  5 12  0  0  11.0   182   5.8 
   32 2010  5 13  0  0   9.2   127   8.0 
   32 2010  5 14  0  0   8.8   118   0.0 
   32 2010  5 15  0  0   8.2    80   2.1 
   32 2010  5 16  0  0   9.4   233   0.0 
   32 2010  5 17  0  0  10.1   175   0.0 
   32 2010  5 18  0  0  11.7   271   0.2 
   32 2010  5 19  0  0   9.9   226   0.0 
   32 2010  5 20  0  0  10.7   171   0.1 
   32 2010  5 21  0  0  13.1   299   0.0 
   32 2010  5 22  0  0  15.3   337   0.0 
   32 2010  5 23  0  0  16.8   348   0.0 
   32 2010  5 24  0  0  18.1   346   0.0 
   32 2010  5 25  0  0  20.9   341   0.0 
   32 2010  5 26  0  0  18.2   234   4.2 
   32 2010  5 27  0  0  14.6   197   0.8 
   32 2010  5 28  0  0  15.5   259   0.0 
   32 2010  5 29  0  0  16.7   285   0.2 
   32 2010  5 30  0  0  14.5   132   8.0 
   32 2010  5 31  0  0  12.9   263   0.6 
   32 2010  6  1  0  0  12.4   270   1.0 
   32 2010  6  2  0  0  13.5   212   1.8 
   32 2010  6  3  0  0  14.1   248   0.0 
   32 2010  6  4  0  0  16.4   286   0.0 
   32 2010  6  5  0  0  19.5   348   0.0 
   32 2010  6  6  0  0  20.3   273   0.2 
   32 2010  6  7  0  0  17.9   226   0.1 
   32 2010  6  8  0  0  17.2   197   1.2 
   32 2010  6  9  0  0  19.9   285   0.0 
   32 2010  6 10  0  0  22.4   328   0.0 
   32 2010  6 11  0  0  20.1   203   1.2 
   32 2010  6 12  0  0  17.8   156   0.2 
   32 2010  6 13  0  0  17.6   228   3.6 
   32 2010  6 14  0  0  16.5   220   1.7 
   32 2010  6 15  0  0  16.8   122   1.6 
   32 2010  6 16  0  0  15.1    47   4.7 
   32 2010  6 17  0  0  14.7   137  11.4 
   32 2010  6 18  0  0  14.8    87   2.0 
   32 2010  6 19  0  0  12.1    93   6.6 
   32 2010  6 20  0  0  10.0   105   0.1 
   32 2010  6 21  0  0  12.2   191   0.0 
   32 2010  6 22  0  0  13.2   289   0.0 
   32 2010  6 23  0  0  15.1   336   0.0 
   32 2010  6 24  0  0  17.0   343   0.0 
   32 2010  6 25  0  0  18.3   342   0.0 
   32 2010  6 26  0  0  19.8   349   0.0 
   32 2010  6 27  0  0  20.9   355   0.0 
   32 2010  6 28  0  0  21.2   323   0.0 
   32 2010  6 29  0  0  21.0   287   0.1 
   32 2010  6 30  0  0  21.8   334   0.0 
   32 2010  7  1  0  0  22.2   311   0.0 
   32 2010  7  2  0  0  23.6   330   0.0 
   32 2010  7  3  0  0  22.5   232   0.0 
   32 2010  7  4  0  0  22.1   301   0.2 
   32 2010  7  5  0  0  22.2   345   0.0 
   32 2010  7  6  0  0  20.8   308   0.0 
   32 2010  7  7  0  0  20.0   354   0.0 
   32 2010  7  8  0  0  22.4   339   0.0 
   32 2010  7  9  0  0  24.6   328   0.0 
   32 2010  7 10  0  0  24.0   247   0.3 
   32 2010  7 11  0  0  24.0   297   0.0 
   32 2010  7 12  0  0  22.9   288   0.5 
   32 2010  7 13  0  0  23.6   297   0.0 
   32 2010  7 14  0  0  25.6   289   0.0 
   32 2010  7 15  0  0  22.9   258   0.0 
   32 2010  7 16  0  0  24.1   337   0.0 
   32 2010  7 17  0  0  19.9   131   0.0 
   32 2010  7 18  0  0  19.5   324   0.0 
   32 2010  7 19  0  0  20.1   345   0.0 
   32 2010  7 20  0  0  22.5   340   0.0 
   32 2010  7 21  0  0  24.1   278   0.9 
   32 2010  7 22  0  0  19.8    98   1.9 
   32 2010  7 23  0  0  16.4   104  13.9 
   32 2010  7 24  0  0  16.0   180   0.0 
   32 2010  7 25  0  0  15.7   285   0.0 
   32 2010  7 26  0  0  17.5   220   0.4 
   32 2010  7 27  0  0  18.6   301   0.0 
   32 2010  7 28  0  0  17.6   168   0.9 
   32 2010  7 29  0  0  17.5   181   1.8 
   32 2010  7 30  0  0  15.5   230   0.3 
   32 2010  7 31  0  0  17.7   328   0.0 
   32 2010  8  1  0  0  20.8   235   0.2 
   32 2010  8  2  0  0  17.6    71  14.6 
   32 2010  8  3  0  0  18.1   230   0.7 
   32 2010  8  4  0  0  17.3   251   0.0 
   32 2010  8  5  0  0  14.4    99  11.2 
   32 2010  8  6  0  0  15.8   318   0.0 
   32 2010  8  7  0  0  16.5   318   0.0 
   32 2010  8  8  0  0  18.7   220   2.1 
   32 2010  8  9  0  0  19.2   303   0.0 
   32 2010  8 10  0  0  21.0   260   0.0 
   32 2010  8 11  0  0  21.1   212   0.3 
   32 2010  8 12  0  0  18.3   151  12.6 
   32 2010  8 13  0  0  17.8   232   0.0 
   32 2010  8 14  0  0  15.5    70  16.8 
   32 2010  8 15  0  0  13.9   117  14.1 
   32 2010  8 16  0  0  12.9    60   6.1 
   32 2010  8 17  0  0  16.4   162   0.1 
   32 2010  8 18  0  0  17.3    84   0.2 
   32 2010  8 19  0  0  19.6   238   0.0 
   32 2010  8 20  0  0  20.3   183   0.0 
   32 2010  8 21  0  0  21.3   276   0.0 
   32 2010  8 22  0  0  22.2   254   0.1 
   32 2010  8 23  0  0  20.9   106  10.3 
   32 2010  8 24  0  0  19.5   216   1.4 
   32 2010  8 25  0  0  17.5   269   0.0 
   32 2010  8 26  0  0  23.5   260   0.0 
   32 2010  8 27  0  0  19.5   126  20.0 
   32 2010  8 28  0  0  15.1   113   0.0 
   32 2010  8 29  0  0  13.5   201   0.0 
   32 2010  8 30  0  0  12.2   145   4.9 
   32 2010  8 31  0  0  12.6   226   0.8 
   32 2010  9  1  0  0  12.4   270   0.0 
   32 2010  9  2  0  0  13.1   224   0.0 
   32 2010  9  3  0  0  15.7   250   0.0 
   32 2010  9  4  0  0  16.8   250   0.0 
   32 2010  9  5  0  0  15.3   249   0.0 
   32 2010  9  6  0  0  14.9   145   0.4 
   32 2010  9  7  0  0  15.6    68   4.1 
   32 2010  9  8  0  0  16.0   240   0.2 
   32 2010  9  9  0  0  14.1   208   0.0 
   32 2010  9 10  0  0  14.8   249   0.0 
   32 2010  9 11  0  0  14.7   242   0.0 
   32 2010  9 12  0  0  15.9   193   0.7 
   32 2010  9 13  0  0  14.0   215   0.0 
   32 2010  9 14  0  0  12.6   179   0.0 
   32 2010  9 15  0  0  15.7    94   0.0 
   32 2010  9 16  0  0  15.8   127   0.0 
   32 2010  9 17  0  0  14.3   174   0.0 
   32 2010  9 18  0  0  11.3   149   0.0 
   32 2010  9 19  0  0  10.9   222   0.0 
   32 2010  9 20  0  0  12.2   219   0.0 
   32 2010  9 21  0  0  13.6   212   0.0 
   32 2010  9 22  0  0  14.6   207   0.0 
   32 2010  9 23  0  0  16.0   198   0.0 
   32 2010  9 24  0  0  13.1    28   5.3 
   32 2010  9 25  0  0  10.6    56   3.0 
   32 2010  9 26  0  0   8.7   175   6.0 
   32 2010  9 27  0  0   8.0   180   0.0 
   32 2010  9 28  0  0   8.8   149   0.0 
   32 2010  9 29  0  0  10.6   177   0.0 
   32 2010  9 30  0  0  12.8    88   2.4 
   32 2010 10  1  0  0  12.1   184   0.5 
   32 2010 10  2  0  0  13.9   182   0.0 
   32 2010 10  3  0  0  14.2   178   0.0 
   32 2010 10  4  0  0  13.2   114   1.8 
   32 2010 10  5  0  0  14.4   111   0.0 
   32 2010 10  6  0  0  12.8   155   0.0 
   32 2010 10  7  0  0  12.6   105   0.0 
   32 2010 10  8  0  0  13.3    44   0.0 
   32 2010 10  9  0  0  13.3    58   0.0 
   32 2010 10 10  0  0  12.1    27   0.0 
   32 2010 10 11  0  0   8.9    90   0.0 
   32 2010 10 12  0  0   7.7    98   0.0 
   32 2010 10 13  0  0   8.9    47   0.0 
   32 2010 10 14  0  0   8.4    39   0.0 
   32 2010 10 15  0  0   8.3   137   0.0 
   32 2010 10 16  0  0   6.7    40   8.1 
   32 2010 10 17  0  0   6.9    61   1.4 
   32 2010 10 18  0  0   6.6    47   0.0 
   32 2010 10 19  0  0   6.0    70   0.3 
   32 2010 10 20  0  0   6.4    62   2.2 
   32 2010 10 21  0  0   2.7   152   0.0 
   32 2010 10 22  0  0   3.4    70   0.4 
   32 2010 10 23  0  0   9.8    59   1.3 
   32 2010 10 24  0  0   6.7    32  14.8 
   32 2010 10 25  0  0   5.0    36   2.6 
   32 2010 10 26  0  0   4.3   130   0.0 
   32 2010 10 27  0  0   3.0   128   0.0 
   32 2010 10 28  0  0   5.6   105   0.0 
   32 2010 10 29  0  0   6.3   125   0.0 
   32 2010 10 30  0  0   8.4    69   0.0 
   32 2010 10 31  0  0   8.8    34   0.0 
   32 2010 11  1  0  0   9.2    86   0.0 
   32 2010 11  2  0  0   8.5    50   0.0 
   32 2010 11  3  0  0  10.2    75   0.0 
   32 2010 11  4  0  0  12.6   107   0.0 
   32 2010 11  5  0  0  11.0   109   0.0 
   32 2010 11  6  0  0  12.6    94   0.0 
   32 2010 11  7  0  0   8.3    17   5.4 
   32 2010 11  8  0  0   4.6    68   1.2 
   32 2010 11  9  0  0   6.9    94   1.9 
   32 2010 11 10  0  0   6.7    46   0.7 
   32 2010 11 11  0  0   6.1    95   8.0 
   32 2010 11 12  0  0  12.0    25   8.5 
   32 2010 11 13  0  0  13.7    90   0.0 
   32 2010 11 14  0  0  11.5    98   5.8 
   32 2010 11 15  0  0   8.6     9  18.6 
   32 2010 11 16  0  0   4.5    22   7.5 
   32 2010 11 17  0  0   2.8    41   0.0 
   32 2010 11 18  0  0   4.3    31   1.9 
   32 2010 11 19  0  0   3.5    66   0.0 
   32 2010 11 20  0  0   3.0    46   0.0 
   32 2010 11 21  0  0   3.4    21   0.0 
   32 2010 11 22  0  0   4.2    18   0.4 
   32 2010 11 23  0  0   2.7    21   0.0 
   32 2010 11 24  0  0   2.4    29   0.0 
   32 2010 11 25  0  0   2.0    55   3.9 
   32 2010 11 26  0  0  -0.7    71   0.0 
   32 2010 11 27  0  0  -4.3    21   8.5 
   32 2010 11 28  0  0  -2.2    54   0.3 
   32 2010 11 29  0  0  -1.9    55   0.6 
   32 2010 11 30  0  0  -8.4    53   3.7 
   32 2010 12  1  0  0  -2.5    20   6.2 
   32 2010 12  2  0  0  -3.4    77   0.0 
   32 2010 12  3  0  0  -5.5    56   0.0 
   32 2010 12  4  0  0  -4.9    80   0.0 
   32 2010 12  5  0  0  -2.7    32   4.6 
   32 2010 12  6  0  0   2.8    21  26.7 
   32 2010 12  7  0  0   7.1    41   2.6 
   32 2010 12  8  0  0   7.9    43  16.0 
   32 2010 12  9  0  0   1.4    69   0.0 
   32 2010 12 10  0  0  -0.3    53   0.0 
   32 2010 12 11  0  0   0.8    57   0.0 
   32 2010 12 12  0  0   0.2    65   0.0 
   32 2010 12 13  0  0  -1.8    53   0.0 
   32 2010 12 14  0  0  -4.1    29   0.1 
   32 2010 12 15  0  0  -4.5    59   0.0 
   32 2010 12 16  0  0  -3.7    67   0.1 
   32 2010 12 17  0  0  -1.6    52   0.2 
   32 2010 12 18  0  0  -4.3    62   0.0 
   32 2010 12 19  0  0   1.6    30   1.4 
   32 2010 12 20  0  0   6.5    20   0.2 
   32 2010 12 21  0  0   2.7    13   3.0 
   32 2010 12 22  0  0   3.2    32   8.2 
   32 2010 12 23  0  0   2.7    29   0.0 
   32 2010 12 24  0  0   0.3    19  13.0 
   32 2010 12 25  0  0  -3.8    36   0.2 
   32 2010 12 26  0  0  -7.6    75   0.0 
   32 2010 12 27  0  0 -10.1    51   0.0 
   32 2010 12 28  0  0  -2.9    27   1.5 
   32 2010 12 29  0  0  -1.4    42   0.0 
   32 2010 12 30  0  0   0.3    24   0.0 
   32 2010 12 31  0  0  -0.1    24   0.0 
   32 2011  1  1  0  0   0.1    30   0.0 
   32 2011  1  2  0  0  -0.1    29   0.0 
   32 2011  1  3  0  0  -4.2    76   0.0 
   32 2011  1  4  0  0  -3.1    20   0.0 
   32 2011  1  5  0  0  -1.5    69   0.0 
   32 2011  1  6  0  0   5.2    30   0.9 
   32 2011  1  7  0  0   7.0    61   1.6 
   32 2011  1  8  0  0   8.0    67   2.8 
   32 2011  1  9  0  0   5.9    11  12.3 
   32 2011  1 10  0  0   4.1    16   1.1 
   32 2011  1 11  0  0   4.0    28   0.9 
   32 2011  1 12  0  0   5.6    21   0.0 
   32 2011  1 13  0  0   9.2    43   1.2 
   32 2011  1 14  0  0   9.0    59   0.0 
   32 2011  1 15  0  0   6.9    83   0.1 
   32 2011  1 16  0  0   0.3    70   0.0 
   32 2011  1 17  0  0  -0.6    75   0.0 
   32 2011  1 18  0  0   1.6    50   0.0 
   32 2011  1 19  0  0   2.0    36   0.0 
   32 2011  1 20  0  0  -1.6    50   0.2 
   32 2011  1 21  0  0  -1.3    52   0.0 
   32 2011  1 22  0  0  -3.3    36   0.0 
   32 2011  1 23  0  0  -3.8    95   0.0 
   32 2011  1 24  0  0  -4.8    92   0.0 
   32 2011  1 25  0  0   0.3    63   0.0 
   32 2011  1 26  0  0   1.0    67   0.0 
   32 2011  1 27  0  0   0.0    40   0.0 
   32 2011  1 28  0  0   0.1    38   0.0 
   32 2011  1 29  0  0  -0.5    94   0.0 
   32 2011  1 30  0  0  -2.5    17   0.0 
   32 2011  1 31  0  0  -2.5    24   0.0 
   32 2011  2  1  0  0  -3.0    22   0.0 
   32 2011  2  2  0  0  -3.0    73   0.0 
   32 2011  2  3  0  0  -2.6    59   0.0 
   32 2011  2  4  0  0   3.2   102   0.0 
   32 2011  2  5  0  0   4.8   120   0.0 
   32 2011  2  6  0  0   2.2   120   0.0 
   32 2011  2  7  0  0   2.1   124   0.0 
   32 2011  2  8  0  0   2.3   120   0.0 
   32 2011  2  9  0  0   1.4   123   0.0 
   32 2011  2 10  0  0   2.3   125   0.0 
   32 2011  2 11  0  0   4.9   117   0.0 
   32 2011  2 12  0  0   3.9   113   0.0 
   32 2011  2 13  0  0   4.9   112   0.0 
   32 2011  2 14  0  0   4.3   105   0.0 
   32 2011  2 15  0  0   4.1    24   3.1 
   32 2011  2 16  0  0   2.0    22   0.0 
   32 2011  2 17  0  0   3.4    97   0.0 
   32 2011  2 18  0  0   2.1   112   0.0 
   32 2011  2 19  0  0   2.8   101   0.0 
   32 2011  2 20  0  0   3.8    25   5.4 
   32 2011  2 21  0  0   3.9    72   0.0 
   32 2011  2 22  0  0   1.9    74   0.0 
   32 2011  2 23  0  0  -0.6   117   0.0 
   32 2011  2 24  0  0   1.1    45   3.1 
   32 2011  2 25  0  0   3.7    85   0.0 
   32 2011  2 26  0  0   4.9    67   3.0 
   32 2011  2 27  0  0   4.6    52   3.7 
   32 2011  2 28  0  0   3.2    44   0.0 
   32 2011  3  1  0  0   4.1    59   0.0 
   32 2011  3  2  0  0   1.6   104   0.0 
   32 2011  3  3  0  0   0.7   164   0.0 
   32 2011  3  4  0  0   0.4   129   0.0 
   32 2011  3  5  0  0   1.2   156   0.0 
   32 2011  3  6  0  0   2.1   152   0.0 
   32 2011  3  7  0  0   1.2   122   0.0 
   32 2011  3  8  0  0   3.8   167   0.0 
   32 2011  3  9  0  0   5.8   179   0.0 
   32 2011  3 10  0  0   8.9   177   0.0 
   32 2011  3 11  0  0   6.7   186   0.0 
   32 2011  3 12  0  0   5.3    92   0.0 
   32 2011  3 13  0  0   7.9    56   0.0 
   32 2011  3 14  0  0   9.5   169   0.0 
   32 2011  3 15  0  0   7.7   162   0.0 
   32 2011  3 16  0  0   8.3    82   0.1 
   32 2011  3 17  0  0   8.0    20   2.1 
   32 2011  3 18  0  0   7.5   161   0.9 
   32 2011  3 19  0  0   5.6    45   6.0 
   32 2011  3 20  0  0   4.4   204   0.0 
   32 2011  3 21  0  0   5.0   222   0.0 
   32 2011  3 22  0  0   5.0   216   0.0 
   32 2011  3 23  0  0   6.9   218   0.0 
   32 2011  3 24  0  0   8.1   217   0.0 
   32 2011  3 25  0  0  10.6   218   0.0 
   32 2011  3 26  0  0   9.9   154   0.0 
   32 2011  3 27  0  0   9.0   121   0.0 
   32 2011  3 28  0  0   9.3   122   4.1 
   32 2011  3 29  0  0   8.7   178   0.9 
   32 2011  3 30  0  0  10.3   137   3.1 
   32 2011  3 31  0  0  11.0    75   0.9 
   32 2011  4  1  0  0  12.0   208   0.1 
   32 2011  4  2  0  0  12.9   249   0.0 
   32 2011  4  3  0  0  14.5   219   0.0 
   32 2011  4  4  0  0   9.5   125  11.9 
   32 2011  4  5  0  0   8.7   226   0.0 
   32 2011  4  6  0  0  12.5   250   0.0 
   32 2011  4  7  0  0  15.4   256   0.0 
   32 2011  4  8  0  0  15.0   266   0.0 
   32 2011  4  9  0  0  15.1   272   0.0 
   32 2011  4 10  0  0  14.3   265   0.0 
   32 2011  4 11  0  0  13.2   262   0.0 
   32 2011  4 12  0  0  10.2    81   0.0 
   32 2011  4 13  0  0   7.1   276   0.0 
   32 2011  4 14  0  0   7.4   201   0.0 
   32 2011  4 15  0  0   7.6   284   0.0 
   32 2011  4 16  0  0   7.6   283   0.0 
   32 2011  4 17  0  0   8.6   287   0.0 
   32 2011  4 18  0  0  10.6   281   0.0 
   32 2011  4 19  0  0  12.1   279   0.0 
   32 2011  4 20  0  0  14.0   280   0.0 
   32 2011  4 21  0  0  14.6   278   0.0 
   32 2011  4 22  0  0  13.7   283   0.0 
   32 2011  4 23  0  0  14.4   227   0.2 
   32 2011  4 24  0  0  14.5   214   2.0 
   32 2011  4 25  0  0  15.4   292   0.0 
   32 2011  4 26  0  0  13.4   297   0.0 
   32 2011  4 27  0  0  10.8   221   0.0 
   32 2011  4 28  0  0  10.3   208   0.8 
   32 2011  4 29  0  0  11.2   207   1.5 
   32 2011  4 30  0  0  11.8   259   0.0 
   32 2011  5  1  0  0  12.4   311   0.0 
   32 2011  5  2  0  0  13.7   291   0.0 
   32 2011  5  3  0  0  11.2   156   9.2 
   32 2011  5  4  0  0   9.9   320   0.0 
   32 2011  5  5  0  0  10.4   331   0.0 
   32 2011  5  6  0  0  14.0   312   0.0 
   32 2011  5  7  0  0  16.2   280   0.0 
   32 2011  5  8  0  0  17.8   284   0.0 
   32 2011  5  9  0  0  16.6   318   0.0 
   32 2011  5 10  0  0  17.1   215   0.0 
   32 2011  5 11  0  0  18.0   284   0.0 
   32 2011  5 12  0  0  14.4   113  15.4 
   32 2011  5 13  0  0  15.2   325   0.0 
   32 2011  5 14  0  0  12.9    86  15.0 
   32 2011  5 15  0  0  10.0   263   4.6 
   32 2011  5 16  0  0  10.6   279   0.5 
   32 2011  5 17  0  0  13.3   314   0.0 
   32 2011  5 18  0  0  15.7   337   0.0 
   32 2011  5 19  0  0  17.3   304   0.4 
   32 2011  5 20  0  0  16.7   266   0.0 
   32 2011  5 21  0  0  17.3   328   0.0 
   32 2011  5 22  0  0  18.3   264   0.1 
   32 2011  5 23  0  0  17.8   316   0.0 
   32 2011  5 24  0  0  18.7   341   0.0 
   32 2011  5 25  0  0  17.6   348   0.0 
   32 2011  5 26  0  0  19.5   256   0.0 
   32 2011  5 27  0  0  13.1   125   2.8 
   32 2011  5 28  0  0  12.8   342   0.0 
   32 2011  5 29  0  0  15.8   349   0.0 
   32 2011  5 30  0  0  19.9   349   0.0 
   32 2011  5 31  0  0  13.6    86  13.0 
